right_x,right_y
-27.047131694853306,6.327876569703221
-26.804226857313513,5.35776705921709
-26.561322019773716,4.387657548730959
-26.30056094010937,3.4234842625474724
-25.914293450827998,2.501034996105063
-25.496170509365736,1.5947638961236585
-24.979196778562223,0.7386953333934467
-24.39656536406889,-0.07181091363472403
-23.7755327368491,-0.8556691268112928
-23.152249267979762,-1.6376728005902423
-22.501657510535452,-2.3971763144605833
-21.851065753091138,-3.1566798283309248
-21.200473995646824,-3.916183342201266
-20.549882238202514,-4.675686856071609
-19.8992904807582,-5.435190369941949
-19.248698723313886,-6.194693883812292
-18.598106965869576,-6.954197397682632
-17.947515208425262,-7.713700911552974
-17.296923450980948,-8.473204425423315
-16.63736936456677,-9.224893191056283
-15.973528559575056,-9.972844130666516
-15.325225849093774,-10.733874548992402
-14.701464373321722,-11.515563005974176
-14.077702897549667,-12.297251462955952
-13.453941421777618,-13.078939919937724
-12.830179946005565,-13.860628376919497
-12.20641847023351,-14.642316833901273
-11.582656994461457,-15.424005290883049
-10.958895518689408,-16.205693747864817
-10.335134042917357,-16.98738220484659
-9.7113725671453,-17.76907066182837
-9.087611091373251,-18.55075911881014
-8.45812209321524,-19.32783259213855
-7.826977307993672,-20.103571905647605
-7.195832522772108,-20.879311219156655
-6.564687737550544,-21.655050532665708
-5.933542952328976,-22.430789846174765
-5.302398167107407,-23.20652915968382
-4.671253381885844,-23.98226847319287
-4.04010859666428,-24.758007786701924
-3.408963811442711,-25.53374710021098
-2.7778190262211435,-26.309486413720034
-2.2165064580054326,-27.137027458683097
-1.657641192092594,-27.966355145812354
-1.0994673922607268,-28.79614863314347
-0.5412935924288593,-29.625942120474587
-0.03780712582596313,-30.489904948900374
0.4414025396572108,-31.36651151927651
0.8466702120499408,-32.28077260679433
1.2519378844426705,-33.195033694312144
1.6572055568353974,-34.10929478182995
2.0624732292281274,-35.023555869347774
2.467740901620857,-35.93781695686559
2.8284959881435556,-36.87047376819858
3.1869050652230624,-37.80410011524696
3.5004862188148858,-38.751796964175725
3.739891037045358,-39.7227761377134
3.9792958552758306,-40.69375531125109
4.2187006735063015,-41.66473448478876
4.458105491736774,-42.63571365832644
4.697510309967246,-43.606692831864116
4.891559452026446,-44.58605297083188
5.014956895758638,-45.578468354285924
5.138354339490831,-46.57088373773998
5.261751783223022,-47.56329912119402
5.329312680199228,-48.56025774157285
5.367975404862051,-49.55956771158092
5.4066381295248735,-50.558877681588974
5.392214067516499,-51.557839637557734
5.340453139952717,-52.55655682916586
5.288692212388935,-53.555274020773965
5.236931284825153,-54.553991212382094
5.185170357261371,-55.552708403990216
5.133409429697589,-56.55142559559834
5.081648502133807,-57.55014278720646
5.029887574570025,-58.548859978814576
4.978126647006243,-59.5475771704227
4.926365719442461,-60.54629436203082
4.87460479187868,-61.54501155363893
4.806739375141888,-62.54248138370916
4.704095723946757,-63.537257490833376
4.601452072751627,-64.5320335979576
4.498808421556497,-65.52680970508182
4.396164770361367,-66.52158581220603
4.293521119166239,-67.51636191933024
4.1908774679711085,-68.51113802645446
4.08823381677598,-69.50591413357866
3.986017264113114,-70.50073257842251
3.891360717780718,-71.49630043681907
3.7967041714483223,-72.49186829521562
3.7020476251159264,-73.48743615361218
3.6046317406244803,-74.48272623779758
3.498958330992643,-75.47718506194903
3.393284921360809,-76.47164388610047
3.287611511728975,-77.46610271025189
3.1819381020971376,-78.46056153440334
3.076264692465303,-79.45502035855476
2.9705912828334675,-80.4494791827062
2.8649178732016316,-81.44393800685765
2.759244463569796,-82.43839683100909
2.665094323367193,-83.43400950003519
2.5714929345081825,-84.42967711648134
2.4778915456491752,-85.42534473292748
2.3842901567901675,-86.42101234937361
2.290688767931157,-87.41667996581977
2.1970873790721495,-88.4123475822659
2.1034859902131404,-89.40801519871204
2.005628677951575,-90.40327067695968
1.9064440587157712,-91.39839762049148
1.8072594394799684,-92.39352456402325
1.7080748202441658,-93.38865150755504
1.60889020100836,-94.38377845108684
1.5097055817725575,-95.37890539461863
1.4105209625367547,-96.3740323381504
1.3098979240652688,-97.36901430668465
1.2085117522064974,-98.36391936074341
1.1071255803477245,-99.35882441480219
1.0057394084889504,-100.35372946886099
0.9043532366301789,-101.34863452291975
0.8029670647714074,-102.34353957697851
0.7015808929126331,-103.3384446310373
0.6001947210538617,-104.33334968509608
0.4988085491950903,-105.32825473915484
0.39742237733631613,-106.32315979321363
0.2960362054775447,-107.31806484727241
0.19465003361877176,-108.31296990133119
0.09814617966390964,-109.30835529690502
0.0036998833026465616,-110.30394312303565
-0.09074641305861786,-111.29953094916628
-0.18519270941988097,-112.2951187752969
-0.2796390057811467,-113.29070660142754
-0.37408530214240976,-114.28629442755818
-0.4660062809249879,-115.2821155188343
-0.5555281272239586,-116.27815821946068
-0.6450499735229294,-117.27420092008705
-0.7345718198219027,-118.27024362071344
-0.8240936661208733,-119.26628632133982
-0.9136155124198442,-120.2623290219662
-1.0065533733484924,-121.25805417784346
-1.1021585706595667,-122.25353138435447
-1.1977637679706408,-123.24900859086549
-1.2576768090250614,-124.24724795118595
-1.3163691750166744,-125.24558177742355
-1.3750615410082858,-126.24391560366114
-1.4337539069998988,-127.24224942989873
-1.4871772416231792,-128.24087518838266
-1.539131523564076,-129.23958234016635
-1.5844993203058086,-130.23854267277787
-1.609364559817838,-131.2382911122865
-1.6342297993298667,-132.23803955179508
-1.6590950388418955,-133.2377879913037
-1.683960278353925,-134.2375364308123
-1.7088255178659535,-135.2372848703209
-1.7336907573779823,-136.23703330982949
-1.7585559968900117,-137.2367817493381
-1.7775104350619066,-138.23665755156662
-1.795732347002975,-139.23654913787038
-1.8139542589440438,-140.23644072417417
-1.832176170885112,-141.23633231047793
-1.8503980828261803,-142.23622389678172
-1.868619994767249,-143.2361154830855
-1.8700343275188385,-144.23610589275765
-1.8635713756324337,-145.23614261842766
-1.8571084237460294,-146.23617934409768
-1.8506454718596248,-147.2362160697677
-1.8441825199732202,-148.23625279543768
-1.8377195680868157,-149.23628952110772
-1.8312566162004114,-150.2363262467777
-1.8247936643140068,-151.23636297244772
-1.8114041997054506,-152.23632819752157
-1.797221734158751,-153.23628523665218
-1.7830392686120513,-154.2362422757828
-1.7688568030653515,-155.23619931491342
-1.7546743375186515,-156.23615635404406
-1.7404918719719518,-157.2361133931747
-1.726309406425252,-158.2360704323053
-1.711691559485519,-159.2360177836441
-1.6813813686791685,-160.23561596029765
-1.651071177872817,-161.23521413695124
-1.6207609870664668,-162.23481231360483
-1.5904507962601153,-163.23441049025843
-1.560140605453765,-164.234008666912
-1.5298304146474144,-165.23360684356555
-1.499520223841063,-166.23320502021915
-1.4692100330347118,-167.23280319687274
-1.4388998422283612,-168.2324013735263
-1.4085896514220109,-169.23199955017986
-1.3782794606156603,-170.23159772683346
-1.34796926980931,-171.23119590348702
-1.3132882354631998,-172.2306488716132
-1.2771873500771505,-173.23005466933017
-1.241086464691103,-174.2294604670471
-1.2049855793050557,-175.22886626476404
-1.1688846939190083,-176.22827206248095
-1.13278380853296,-177.2276778601979
-1.0966829231469126,-178.22708365791482
-1.0605820377608643,-179.22648945563176
-1.0182471713113166,-180.22561575083466
-0.9647656448651688,-181.22424228200882
-0.9112841184190227,-182.22286881318294
-0.8578025919728766,-183.22149534435704
-0.8043210655267304,-184.22012187553116
-0.7508395390805813,-185.21874840670534
-0.6973580126344352,-186.21737493787944
-0.6438764861882891,-187.21600146905357
-0.590394959742143,-188.21462800022766
-0.5278849108973269,-189.21264722658321
-0.4471442680693291,-190.20944016949142
-0.36640362524132664,-191.20623311239964
-0.2856629824133288,-192.20302605530784
-0.20492233958533096,-193.19981899821605
-0.12418169675733315,-194.19661194112425
-0.0427386799520349,-195.19334760722427
0.03908532220845043,-196.1900522049393
0.12090932436893809,-197.18675680265437
0.20273332652942344,-198.1834614003694
0.28455732868991107,-199.18016599808448
0.3667819705912989,-200.17683672019353
0.453473458982256,-201.17312975353082
0.5401649473732131,-202.1694227868681
0.6268564357641702,-203.1657158202054
0.7135479241551321,-204.16200885354274
0.8002394125460892,-205.15830188688003
0.8869309009370464,-206.1545949202173
0.9736223893280035,-207.15088795355462
1.0603138777189605,-208.1471809868919
1.1470053661099175,-209.14347402022918
1.2266985011203186,-210.1403488270769
1.305703919997743,-211.13728080380545
1.3847093388751672,-212.13421278053397
1.4637147577525913,-213.13114475726252
1.5427201766300178,-214.12807673399107
1.621725595507442,-215.1250087107196
1.7007310143848686,-216.12194068744816
1.7810303729547532,-217.11876693977936
1.8649058029332162,-218.1153010007536
1.9487812329116794,-219.11183506172782
2.032656662890142,-220.10836912270204
2.1165320928686056,-221.10490318367627
2.200407522847073,-222.10143724465055
2.284282952825536,-223.09797130562475
2.3681583828039994,-224.09450536659898
2.4392786912711286,-225.09200572883807
2.5064895660045443,-226.08980226158081
2.57370044073796,-227.08759879432355
2.6409113154713793,-228.08539532706635
2.708122190204795,-229.0831918598091
2.77533306493821,-230.08098839255183
2.842543939671626,-231.07878492529454
2.9097548144050434,-232.0765814580373
2.976965689138459,-233.07437799078005
3.0441765638718747,-234.0721745235228
3.081058496426054,-235.07140075250385
3.1080086797197537,-236.07109516083884
3.1349588630134533,-237.07078956917385
3.161909046307153,-238.07048397750887
3.1888592296008533,-239.07017838584392
3.2158094128945534,-240.06987279417893
3.242759596188253,-241.06956720251392
3.269709779481954,-242.069261610849
3.296659962775654,-243.06895601918401
3.3236101460693535,-244.06865042751903
3.350560329363053,-245.06834483585405
3.3775105126567526,-246.06803924418904
3.404460695950454,-247.0677336525241
3.432359787543691,-248.0673994788695
3.4656273004918865,-249.06690360343234
3.4988948134400824,-250.06640772799514
3.532162326388278,-251.06591185255797
3.5654298393364736,-252.06541597712078
3.5986973522846712,-253.06492010168367
3.631964865232867,-254.0644242262465
3.664816482932851,-255.06394132739092
3.693925199558693,-256.06357521289715
3.7230339161845345,-257.0632090984033
3.752142632810376,-258.06284298390955
3.7812513494362197,-259.06247686941583
3.8103600660620613,-260.06211075492206
3.839468782687903,-261.06174464042823
3.8685774993137443,-262.06137852593446
3.8976862159395864,-263.0610124114407
3.9267949325654277,-264.0606462969469
3.9559036491912694,-265.0602801824531
3.985012365817113,-266.05991406795937
4.014121082442955,-267.0595479534656
4.043229799068796,-268.0591818389718
4.0723385156946375,-269.058815724478
4.10144723232048,-270.0584496099842
4.130555948946323,-271.0580834954905
4.151982480048329,-272.0578981900486
4.169935004629877,-273.0577946493368
4.187887529211424,-274.05769110862497
4.205840053792973,-275.0575875679132
4.22379257837452,-276.0574840272013
4.2417451029560675,-277.0573804864895
4.259697627537615,-278.05727694577763
4.2776502127798475,-279.0571734039767
4.295602807055494,-280.0570698620136
4.313555401331141,-281.05696632005044
4.333620384395024,-282.0568105943214
4.36506179235216,-283.0563738290902
4.396503200309296,-284.0559370638591
4.427944608266431,-285.0555002986279
4.459386016223566,-286.0550635333968
4.490827424180701,-287.0546267681656
4.5222688321378355,-288.05419000293443
4.55371024009497,-289.05375323770323
4.585151648052107,-290.05331647247215
4.616593056009242,-291.05287970724095
4.648034463966376,-292.0524429420098
4.679475871923511,-293.0520061767786
4.710917279880646,-294.05156941154746
4.72134333392607,-295.05141106375976
4.71639331483147,-296.0514564226045
4.711443295736871,-297.0515017814492
4.706493276642272,-298.0515471402939
4.701543257547672,-299.0515924991386
4.696593238453073,-300.0516378579833
4.691643219358474,-301.051683216828
4.686693200263875,-302.0517285756727
4.681743181169275,-303.0517739345174
4.676793162074676,-304.05181929336214
4.671843142980077,-305.05186465220686
4.666893123885478,-306.0519100110515
4.661943104790878,-307.0519553698963
4.656993085696279,-308.052000728741
4.648878699332261,-309.05201900757623
4.636712878633931,-310.0520026150632
4.624547057935601,-311.05198622255017
4.612381237237271,-312.05196983003714
4.600215416538941,-313.05195343752405
4.588049595840611,-314.051937045011
4.57588377514228,-315.051920652498
4.56371795444395,-316.05190425998495
4.551552133745621,-317.05188786747186
4.539386313047291,-318.0518714749588
4.5272204923489605,-319.05185508244574
4.507464286554474,-320.0516585961221
4.453312216581601,-321.05009006182144
4.381459305204906,-322.0474840880586
4.313791809938713,-323.045156587856
4.516244262793922,-323.99623464161044
5.416903465576328,-324.4162105174408
6.325086702073099,-324.83486901798756
7.198439430530415,-325.3041352813564
7.910378595464256,-326.00645846043375
8.551712317261249,-326.76770216740107
9.11528098744592,-327.5938411244913
9.674656296694392,-328.42265133336826
10.185155692765544,-329.2825964415274
10.38739116022761,-330.2489777659336
10.50823291480432,-331.2410007740215
10.453880088846553,-332.23958026146664
10.324471261770896,-333.22371244782215
10.004247869438386,-334.1711153195926
9.625590138635,-335.089993457254
9.07561210170032,-335.92524155292705
8.437057596121655,-336.6778121267271
7.643595253594747,-337.2865159995723
6.852462368557152,-337.8982544899814
6.061329483519511,-338.50999298039045
5.579926771779376,-339.3362129877677
5.285597483534076,-340.2919773376557
5.109915867137232,-341.27338704877724
4.983240850440845,-342.2653893988656
4.856565833744457,-343.2573917489539
4.769277092067901,-344.2536069415921
4.683273289288214,-345.24995957411903
4.597269486508521,-346.24631220664594
4.511141736701318,-347.24265311331766
4.4087745730609145,-348.2374577103336
4.306407409420512,-349.2322623073496
4.205858716080155,-350.22724881926007
4.109134239961916,-351.2226178956109
4.012409763843678,-352.2179869719617
3.917529873445321,-353.2135003407542
3.858299723201464,-354.21180240513047
3.799069572957607,-355.21010446950675
3.7420156236337374,-356.2084913745332
3.7233451788906837,-357.2083746861897
3.704674734147632,-358.2082579978461
3.675552351309826,-359.20785404014555
3.639272926050954,-360.20725337261416
3.602993500792083,-361.2066527050828
3.588360148035606,-362.2065761761495
3.5762264500561107,-363.20656017392605
3.5482441953853243,-364.206186348975
3.515234013040375,-365.2056990053718
3.482223830695424,-366.2052116617687
3.440279544585475,-367.2043397934293
3.3872884873991276,-368.20299247093743
3.3782189080716347,-369.20250427471547
3.392116072339976,-370.20246531958725
3.382705783665572,-371.2023759794736
3.3644854294043323,-372.2022675941631
3.346265075143093,-373.20215920885266
3.3505215492632843,-374.2020538229081
3.368475046653567,-375.20195026472965
3.3864285440438495,-376.2018467065511
3.4794503270297596,-377.19753528950685
3.573354081273866,-378.19317443466673
3.6672578355179724,-379.1888135798266
3.7611615897620787,-380.1844527249865
3.880391228090221,-381.1773465421997
4.002016463154898,-382.16998067652685
4.123641698219568,-383.162614810854
4.2452669332842365,-384.1552489451811
4.366892168348906,-385.1478830795082
4.488517403413576,-386.14051721383527
4.610142638478246,-387.1331513481624
4.754658386838356,-388.12240185636495
4.925417626240245,-389.10777310853075
5.098511245912117,-390.0927248273222
5.2815364481034885,-391.0758916482629
5.464561650294861,-392.0590584692036
5.653204589904025,-393.04114784082395
5.846917578486432,-394.02226480657805
6.041572214473189,-395.00318203181774
6.26284466255333,-395.9784531357455
6.484117110633471,-396.95372423967325
6.704811034988106,-397.9291259819734
6.924098259591886,-398.90484537583694
7.143385484195665,-399.88056476970047
7.362672708799444,-400.856284163564
7.55637357969612,-401.83716825571474
7.7327401487188565,-402.82155133956326
7.909106717741594,-403.8059344234117
8.08547328676433,-404.79031750726017
8.260613562782456,-405.77491669797894
8.431372401960687,-406.7602880195011
8.602131241138917,-407.74565934102327
8.772890080317147,-408.73103066254544
8.943648919495388,-409.7164019840677
9.114407758673616,-410.7017733055899
9.286232349399203,-411.6869120502151
9.541519336682324,-412.6538369576199
9.796806323965445,-413.6207618650247
10.052093311248566,-414.5876867724295
10.254760530041118,-415.5661892698711
10.428894745654105,-416.550969700926
10.603028961267094,-417.5357501319809
10.777163176880102,-418.5205305630359
10.95129739249309,-419.50531099409085
11.100265190752104,-420.49412884643124
11.242915814291695,-421.48396015632176
11.385566437831287,-422.47379146621233
11.50481231209815,-423.4663621156111
11.594589733717585,-424.4623818127071
11.684367155337021,-425.45840150980314
11.77414457695646,-426.4544212068991
11.845198482619118,-427.4518203600094
11.902361697564224,-428.45024291048236
11.959524912509332,-429.44866546095534
12.016688127454445,-430.44708801142843
12.031529758002387,-431.4456291558047
11.97996297314753,-432.4443563904066
11.92839618829267,-433.4430836250085
11.876829403437812,-434.4418108596104
11.824734707150995,-435.440502228448
11.740746121735588,-436.43702675898186
11.656757536320182,-437.4335512895157
11.572768950904772,-438.4300758200497
11.488780365489365,-439.42660035058356
11.38943012429093,-440.4214727299235
11.259595919306081,-441.41306654880896
11.127200745774651,-442.40429517310906
10.974693089554409,-443.3926557536818
10.822185433334168,-444.3810163342545
10.669677777113918,-445.36937691482734
10.53273401208004,-446.3599953551932
10.398101759526035,-447.3509491275802
10.26346950697203,-448.34190289996724
10.132049252437755,-449.33328772977126
10.000646848386687,-450.32467495515067
9.867868405709748,-451.3158636885191
9.713730910069465,-452.3039714027252
9.559593414429182,-453.2920791169313
9.405455918788899,-454.28018683113737
9.289339157195217,-455.2733466600889
9.18008877464248,-456.2674188789684
9.065781645893786,-457.2609172692985
8.949512113126934,-458.25419297029293
8.833198046583764,-459.24746344694586
8.716428358578263,-460.24068047378285
8.599658670572763,-461.2338975006199
8.482888982567262,-462.2271145274569
8.366119294561761,-463.2203315542939
8.249349606556262,-464.2135485811309
8.13257991855076,-465.2067656079679
8.015810230545254,-466.199982634805
7.899040542539746,-467.19319966164204
7.782237825933449,-468.18641275733705
7.6626178224554575,-469.17929053289845
7.542997818977465,-470.17216830845985
7.423377815499474,-471.16504608402124
7.303757812021482,-472.1579238595827
7.18413780854349,-473.1508016351441
7.064517805065491,-474.14367941070554
6.9448978015875,-475.13655718626694
6.825277798109507,-476.1294349618284
6.705313825231959,-477.1222707354419
6.58250171251899,-478.1147587239872
6.459689599806022,-479.1072467125326
6.336877487093046,-480.09973470107803
6.214065374380071,-481.09222268962344
6.091253261667102,-482.08471067816885
5.968441148954134,-483.0771986667142
5.846647647887763,-484.06981195801774
5.7252598054055905,-485.06247515071374
5.603871962923418,-486.05513834340974
5.482484120441246,-487.0478015361057
5.361096277959073,-488.0404647288017
5.239708435476894,-489.03312792149774
5.118320592994729,-490.0257911141936
4.996932750512549,-491.0184543068897
4.8755449080303706,-492.01111749958574
4.759605092014851,-493.00442585497785
4.6457818041143195,-493.99798485250517
4.531958516213788,-494.9915438500325
4.418135228313269,-495.9851028475597
4.304311940412737,-496.978661845087
4.190488652512219,-497.9722208426142
4.076665364611687,-498.9657798401415
3.9628420767111683,-499.9593388376687
3.849018788810637,-500.95289783519604
3.735195500910118,-501.94645683272324
3.6213722130095864,-502.94001583025056
3.507548925109055,-503.9335748277779
3.377441676308032,-504.9250945156784
3.242737225056389,-505.91603847637884
3.108032773804731,-506.9069824370794
2.9733283225530887,-507.8979263977799
2.8386238713014302,-508.88887035848046
2.703919420049788,-509.8798143191809
2.5692149687981294,-510.8707582798815
2.434510517546487,-511.861702240582
2.2998060662948285,-512.8526462012826
2.165101615043186,-513.843590161983
2.0303971637915277,-514.8345341226836
1.89569271253987,-515.8254780833843
1.7742430147115968,-516.818102313883
1.657421434335699,-517.8113132385079
1.5405998539597878,-518.8045241631329
1.4237782735838898,-519.7977350877577
1.3069566932079786,-520.7909460123827
1.1901351128320807,-521.7841569370077
1.0733135324561696,-522.7773678616327
0.9564919520802584,-523.7705787862576
0.8396703717043605,-524.7637897108825
0.7228487913284494,-525.7570006355076
0.6060272109525513,-526.7502115601324
0.4892056305766401,-527.7434224847574
0.3723840502007292,-528.7366334093824
0.2555624698248311,-529.7298443340072
0.13874088944891994,-530.7230552586323
0.021919309073008764,-531.7162661832573
-0.09490227130288909,-532.7094771078822
-0.21172385167880048,-533.7026880325071
-0.3285454320546983,-534.695898957132
-0.4453670124306095,-535.6891098817571
-0.5621885928065073,-536.6823208063819
-0.6790101731824185,-537.6755317310069
-0.7958317535583164,-538.6687426556318
-0.9126533339342275,-539.6619535802567
-1.0292011301725428,-540.6551964350031
-1.1440728546588215,-541.6486347619009
-1.2589445791450742,-542.6420730887986
-1.3738163036313398,-543.6355114156964
-1.4886880281175925,-544.6289497425942
-1.6035597526038583,-545.622388069492
-1.718431477090111,-546.6158263963897
-1.8333032015763768,-547.6092647232874
-1.9481749260626295,-548.6027030501851
-2.063046650548895,-549.596141377083
-2.177918375035148,-550.5895797039807
-2.2927900995214134,-551.5830180308785
-2.413809125191894,-552.5756782041072
-2.5501021420954495,-553.5664049252465
-2.6863951589989896,-554.5571316463855
-2.8226881759025453,-555.5478583675248
-2.9805873109702734,-556.5343513743942
-3.228282251802795,-557.5032489121771
-3.420879373187245,-558.4844361755736
-3.6273671141952573,-559.4618155983569
-3.9381955774601884,-560.4122492438671
-4.214703523023861,-561.3733208220941
-4.493438684914036,-562.3337215396762
-4.793741344005534,-563.2876259035295
-5.094044003097066,-564.2415302673828
-5.394976473825755,-565.1952359670966
-5.699551250783566,-566.1477021161038
-6.048238440593351,-567.08500274349
-6.3969256304031346,-568.0223033708761
-6.745612820212879,-568.9596039982622
-7.137908250947947,-569.8791752614669
-7.542172468559412,-570.7938804952962
-7.946436686170923,-571.7085857291256
-8.366514517924163,-572.6159771889627
-8.801729509826064,-573.5163677338153
-9.236944501727915,-574.4167582786677
-9.685457841631015,-575.3105481660234
-10.139440010352654,-576.2016235909559
-10.593422179074398,-577.0926990158886
-11.044634541434345,-577.985177952172
-11.494705050926662,-578.8782354861088
-11.944775560418927,-579.7712930200455
-12.394846069911244,-580.6643505539822
-12.829782457891872,-581.5648478391803
-13.262047402468038,-582.4666583736755
-13.694312347044153,-583.3684689081706
-14.137043789505967,-584.2648712119212
-14.622532253199351,-585.1391801813689
-15.10802071689268,-586.0134891508164
-15.582598156565608,-586.8937437509967
-16.054114659755175,-587.7756663154296
-16.562424070948165,-588.6362735919503
-17.092952583939077,-589.4840086445106
-17.623481096929925,-590.3317436970709
-18.154009609920834,-591.1794787496314
-18.684538122911746,-592.0272138021918
-19.237890091457523,-592.8599253897918
-19.80677837275363,-593.6824102503454
-20.37566665404967,-594.5048951108989
-20.944554935345774,-595.3273799714525
-21.513443216641814,-596.1498648320061
-22.082331497937922,-596.9723496925598
-22.67457457789788,-597.7771875851785
-23.31040912175821,-598.5490876145022
-23.946243665618393,-599.3209876438259
-24.58207820947865,-600.0928876731497
-25.217912753338833,-600.8647877024733
-25.85374729719909,-601.636687731797
-26.489581841059273,-602.4085877611207
-27.125416384919532,-603.1804877904444
-27.781752309944636,-603.9336394805777
-28.493894305519685,-604.6357569925187
-29.206036301094656,-605.3378745044598
-29.918178296669705,-606.0399920164009
-30.63045739229726,-606.7419687940527
-31.35096196333362,-607.4355020560898
-32.07146653436982,-608.1290353181269
-32.7919711054061,-608.8225685801639
-33.51247567644229,-609.5161018422009
-34.244491143903346,-610.1974679135451
-34.97686992694995,-610.8784499548493
-35.72722317065271,-611.538513134136
-36.51070093907492,-612.1600256511651
-37.29427797264618,-612.7814090192909
-38.0964289612119,-613.3786267467397
-38.898579949777535,-613.9758444741883
-39.70750111099678,-614.5638140335776
-40.51918337646969,-615.1480118787917
-41.34992907022544,-615.7045611008703
-42.18455854090573,-616.2554774911763
-43.023542349117236,-616.7995807813733
-43.874048390236474,-617.3256555825714
-44.72455443135571,-617.8517303837696
-45.582107087919944,-618.3659008573111
-46.45245138503515,-618.8584615407959
-47.32777503604338,-619.3415041538124
-48.22871284853948,-619.7755851145222
-49.12965066103548,-620.2096660752319
-50.032504603179525,-620.6397068436664
-50.938704904795195,-621.0626917556756
-51.84490520641107,-621.4856766676849
-52.75110550802675,-621.908661579694
-53.657305809642516,-622.3316464917033
-54.55621558793629,-622.7698249726676
